iso3c,country,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SI.POV.NAHC,SH.DYN.MORT,SH.IMM.MEAS,SE.PRM.CMPT.ZS,SE.ADT.LITR.ZS,SH.H2O.BASW.ZS,SL.UEM.TOTL.NE.ZS,NV.IND.MANF.ZS,NE.GDI.TOTL.ZS,NY.GDP.DEFL.KD.ZG,BN.GSR.GNFS.CD,SN.ITK.DEFC.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,population,SPI.OVRL.SCR
ARG,Argentina,2017,45.83333333333333,1,0,0.5,0,1,0,1,0,0,1,1,0,61.25000000000001,1,1,0,1,0.3,1,0.3,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,44044811,69.62797619047619
ARM,Armenia,2017,83.33333333333334,0.5,1,1,0.5,1,1,0.5,0.5,1,1,1,1,68.75,1,1,0,1,0.3,1,0.6,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,2944809,82.36607142857143
ATG,Antigua and Barbuda,2017,29.166666666666668,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0,0,0,0,0.3,66.66666666666667,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,95426,31.145833333333336
AUS,Australia,2017,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,24601860,93.75
AUT,Austria,2017,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,1,1,0,1,0,0,8797566,83.03571428571428
AZE,Azerbaijan,2017,70.83333333333334,0.5,0,1,1,1,1,0.5,0,1,0.5,1,1,47.5,1,1,0,0.6,0,0.6,0,0.6,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,0,1,1,1,1,1,9854033,73.92857142857143
BDI,Burundi,2017,33.33333333333333,0.5,0,0.5,0.5,1,0,0,0,1,0.5,0,0,51.24999999999999,1,1,0,0.6,0.6,0,0.6,0.3,83.33333333333333,0,1,1,1,1,1,1,1,1,1,1,0,42.857142857142854,1,1,0,0,1,0,0,10827024,52.69345238095237
BEL,Belgium,2017,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,11375158,79.91071428571428
BEN,Benin,2017,29.166666666666668,0,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0,0,77.5,1,1,1,1,0,1,0.6,0.6,83.33333333333333,1,1,1,1,0,1,0,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,11175204,54.64285714285714
BFA,Burkina Faso,2017,33.33333333333333,0.5,0,0.5,0.5,1,0,0,0,1,0.5,0,0,56.25,1,1,0,1,0.6,0,0.6,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,42.857142857142854,0,1,1,1,0,0,0,19193284,58.110119047619044
BGD,Bangladesh,2017,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,70,1,1,0,1,0,1,1,0.6,91.66666666666667,1,1,1,0,1,1,1,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,159670593,53.80952380952381
BGR,Bulgaria,2017,87.5,0.5,1,1,1,1,1,1,1,1,1,1,0,75,1,1,0,1,1,1,0,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,0,1,1,1,1,0,7075947,81.39880952380953
BHR,Bahrain,2017,37.5,0.5,0.5,0.5,0,1,0,0,0.5,0,0.5,1,0,25,1,1,0,0,0,0,0,0,75,0,1,1,1,1,1,0,1,1,1,1,0,28.57142857142857,0,0,1,1,0,0,0,1494074,41.51785714285714
BHS,"Bahamas, The",2017,25,0.5,0,1,0,0,0,0.5,0.5,0,0.5,0,0,45,1,1,0,0.3,0,1,0,0.3,75,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,381761,36.25
BIH,Bosnia and Herzegovina,2017,66.66666666666666,0.5,1,1,0.5,1,0,1,0.5,1,0.5,1,0,65,1,1,0,1,0,1,0.6,0.6,83.33333333333333,1,1,1,0,0,1,1,1,1,1,1,1,28.57142857142857,1,0,0,0,1,0,0,3351527,60.89285714285714
BLR,Belarus,2017,79.16666666666666,0.5,1,1,1,1,0,0.5,0.5,1,1,1,1,52.5,1,1,0,1,0,0.3,0.3,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,0,1,1,0,9498264,70.11904761904762
BLZ,Belize,2017,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,60,1,1,0,0.6,0,1,0.6,0.6,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,1,0,0,1,0,0,1,375769,53.839285714285715
BOL,Bolivia,2017,16.666666666666664,0,0,0.5,0,0,0,0,0,1,0.5,0,0,63.74999999999999,1,1,0,1,0.6,0.6,0.6,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,0,0,1,11192854,55.81845238095238
BRA,Brazil,2017,54.166666666666664,1,0,1,0.5,1,0,1,0,1,1,0,0,60,1,0.5,0,1,1,1,0,0.3,83.33333333333333,0,1,1,0,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,207833831,67.23214285714286
BRB,Barbados,2017,33.33333333333333,0.5,0,0.5,0,0,0,0,0.5,1,0.5,1,0,32.5,1,1,0,0,0,0,0.3,0.3,66.66666666666667,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,286233,33.125
BRN,Brunei Darussalam,2017,41.66666666666667,0.5,0.5,0.5,0,1,0,0,0,1,0.5,1,0,36.25,1,1,0,0.3,0,0.6,0,0,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,424473,54.598214285714285
BTN,Bhutan,2017,20.833333333333336,0.5,0,0,0,0,0,0.5,0,1,0.5,0,0,52.5,1,1,0,0.6,0,1,0.3,0.3,75,0,1,1,1,0,1,1,1,1,1,1,0,42.857142857142854,0,1,1,1,0,0,0,745568,47.79761904761905
BWA,Botswana,2017,33.33333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,36.25,1,1,0,0.6,0,0,0,0.3,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,57.14285714285714,1,1,0,0,1,0,1,2205128,48.348214285714285
CAF,Central African Republic,2017,16.666666666666664,0,0,0.5,0,0,0,0,0,1,0.5,0,0,23.75,0.5,0.5,0,0.3,0,0,0.3,0.3,66.66666666666667,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4596028,26.770833333333336
CAN,Canada,2017,91.66666666666666,1,1,1,0.5,1,1,1,0.5,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,36540268,88.09523809523809
CHE,Switzerland,2017,75,1,1,1,1,1,0,1,1,0,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,8451840,82.44047619047619
CHL,Chile,2017,62.5,0.5,0.5,0.5,0.5,1,0,0,0.5,1,1,1,1,70,1,1,0,1,0.6,1,0,1,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,18470439,75.98214285714286
CHN,China,2017,50,0.5,0.5,1,1,1,0,0.5,0.5,0,1,0,0,48.75,1,1,0,1,0,0.6,0,0.3,83.33333333333333,1,1,1,0,0,1,1,1,1,1,1,1,71.42857142857143,1,0,1,1,1,0,1,1386395000,63.37797619047619
CMR,Cameroon,2017,33.33333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,45,1,0.5,0,0.6,0,0.3,0.6,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,28.57142857142857,0,1,0,1,0,0,0,24566045,49.64285714285714
COD,"Congo, Dem. Rep.",2017,16.666666666666664,0,0,0.5,0,0,0,0,0,1,0.5,0,0,36.25,1,0,0,0.3,0,0,1,0.6,75,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,81398764,31.979166666666664
COG,"Congo, Rep.",2017,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,45,1,1,0,0.3,0,0,1,0.3,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5110702,33.125
COL,Colombia,2017,50,0.5,0,1,0.5,0,0,1,0,1,1,0,1,81.25,0.5,1,0,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,48901066,82.8125
COM,Comoros,2017,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,30,1,0.5,0,0.3,0,0.3,0.3,0,66.66666666666667,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,813892,29.375
CPV,Cabo Verde,2017,33.33333333333333,0.5,0.5,0,0,0,0,0.5,0,1,0.5,1,0,48.75,1,1,0,0.6,0,1,0,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,537497,63.37797619047619
CRI,Costa Rica,2017,70.83333333333334,1,1,1,0.5,1,0,1,0,1,1,1,0,61.25000000000001,1,1,0,1,0,1,0.3,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,4949954,80.9375
CYP,Cyprus,2017,83.33333333333334,0.5,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,1,0,0,1,1,0,0,1179680,77.38095238095238
CZE,Czech Republic,2017,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,0,0,1,1,1,0,0,10594438,78.42261904761904
DEU,Germany,2017,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,82657002,85.56547619047619
DJI,Djibouti,2017,16.666666666666664,0,0,0,0,0,0,0,0.5,1,0.5,0,0,36.25,1,1,0,0.6,0,0,0,0.3,75,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,944097,31.979166666666664
DMA,Dominica,2017,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,32.5,1,1,0,0.3,0,0,0,0.3,66.66666666666667,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,71458,35.208333333333336
DNK,Denmark,2017,83.33333333333334,1,1,1,1,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,5764980,80.95238095238096
DOM,Dominican Republic,2017,54.166666666666664,1,0.5,1,0.5,1,0,1,0,1,0.5,0,0,66.25,1,1,0,1,0,1,1,0.3,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,10513131,67.30654761904762
DZA,Algeria,2017,25,0,0,0.5,0,1,0,0,0,1,0.5,0,0,48.75,1,1,1,0.3,0,0.3,0.3,0,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,14.285714285714285,0,0,1,0,0,0,0,41389198,42.8422619047619
ECU,Ecuador,2017,50,1,0.5,1,0,1,0,0,0.5,1,1,0,0,56.25,1,0.5,0,1,0,1,0,1,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,16785361,69.41964285714286
EGY,"Egypt, Arab Rep.",2017,66.66666666666666,0.5,0.5,1,0.5,1,0,0,0.5,1,1,1,1,61.25000000000001,1,1,0,1,0,1,0.6,0.3,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,96442593,72.75297619047619
ERI,Eritrea,2017,8.333333333333332,0,0,0,0,0,0,0,0,1,0,0,0,3.75,0,0,0,0,0,0,0,0.3,33.333333333333336,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11.354166666666668
ESP,Spain,2017,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,46593236,91.2202380952381
EST,Estonia,2017,83.33333333333334,1,1,1,1,1,1,1,0,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,0,1,1,1,1,1,1317384,88.0952380952381
ETH,Ethiopia,2017,16.666666666666664,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,87.5,1,1,0,1,1,1,1,1,83.33333333333333,1,1,1,1,0,1,0,1,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,106400024,50.44642857142857
FIN,Finland,2017,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,5508214,86.60714285714286
FJI,Fiji,2017,50,0.5,0.5,1,0.5,1,0,0,0,1,0.5,1,0,48.75,1,1,0,1,0,0.6,0,0.3,75,0,1,1,1,0,1,1,1,0,1,1,1,28.57142857142857,0,1,0,1,0,0,0,877459,50.58035714285714
FRA,France,2017,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,66865144,88.09523809523809
FSM,"Micronesia, Fed. Sts.",2017,16.666666666666664,0.5,0,0,0,1,0,0,0,0,0.5,0,0,32.5,1,1,0,0.3,0,0,0,0.3,58.333333333333336,0,1,1,0,0,1,1,1,0,1,1,0,28.57142857142857,0,0,0,1,1,0,0,111459,34.01785714285714
GAB,Gabon,2017,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,30,0.5,1,0,0,0,0.3,0.3,0.3,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,14.285714285714285,0,0,0,1,0,0,0,2064823,32.94642857142857
GBR,United Kingdom,2017,83.33333333333334,1,1,1,1,1,0,1,1,0,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,66058859,88.0952380952381
GEO,Georgia,2017,79.16666666666666,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,61.25000000000001,1,1,0,1,0.3,1,0,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,3728004,77.96130952380952
GHA,Ghana,2017,37.5,0.5,0,1,0,1,0,0.5,0,1,0.5,0,0,61.25000000000001,1,1,0,1,0,0.3,1,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,1,1,0,0,0,1,0,29121471,58.31845238095239
GIN,Guinea,2017,8.333333333333332,0.5,0,0,0,0,0,0,0,0,0.5,0,0,37.5,1,0.5,0,0.6,0,0,0.6,0.3,83.33333333333333,0,1,1,1,1,1,0,1,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,12067539,35.863095238095234
GMB,"Gambia, The",2017,25,0.5,0,0.5,0,0,0,0.5,0,1,0.5,0,0,53.75,1,1,0,1,0,0.3,1,0,91.66666666666667,1,1,1,1,1,1,0,1,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,2213894,46.17559523809524
GNB,Guinea-Bissau,2017,20.833333333333336,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,36.25,1,1,0,0.3,0,0,0.6,0,75,0,1,1,0,1,1,0,1,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,1828146,36.592261904761905
GNQ,Equatorial Guinea,2017,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,28.749999999999996,1,1,0,0,0,0,0.3,0,58.333333333333336,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1262001,26.979166666666664
GRC,Greece,2017,79.16666666666666,1,1,1,0.5,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,1,0,0,1,1,0,10754679,79.91071428571428
GRD,Grenada,2017,29.166666666666668,0,0,0.5,0.5,0,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,66.66666666666667,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,110874,31.145833333333336
GTM,Guatemala,2017,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,48.75,0.5,0.5,0,0.6,1,1,0.3,0,100,1,1,1,1,1,1,1,1,1,1,1,1,28.57142857142857,0,1,0,1,0,0,0,16914936,52.66369047619047
GUY,Guyana,2017,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,41.25,1,1,0,0,0,0,1,0.3,75,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,775221,35.3125
HND,Honduras,2017,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,78.75,1,1,0,1,1,1,1,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,28.57142857142857,0,1,0,0,0,1,0,9429013,61.20535714285714
HRV,Croatia,2017,79.16666666666666,0.5,1,1,0.5,1,1,0,0.5,1,1,1,1,75,1,1,0,1,1,1,0,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,0,1,1,1,1,1,4124531,82.88690476190476
HTI,Haiti,2017,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,36.25,1,1,0,0.6,0,0,0.3,0,66.66666666666667,0,1,1,0,1,1,0,0,1,1,1,1,14.285714285714285,0,0,0,0,1,0,0,10982366,34.50892857142857
HUN,Hungary,2017,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,9787966,100
IDN,Indonesia,2017,50,0.5,0.5,1,0.5,0,0,0.5,1,1,1,0,0,75,1,1,0,1,0,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,264645886,74.10714285714286
IND,India,2017,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,78.75,1,1,1,1,0,1,0.3,1,75,0,1,1,1,0,1,0,1,1,1,1,1,57.14285714285714,1,1,1,0,1,0,0,1338658835,65.22321428571428
IRL,Ireland,2017,79.16666666666666,1,1,1,0.5,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,4807388,81.39880952380952
IRN,"Iran, Islamic Rep.",2017,37.5,0.5,0,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,83.33333333333333,0,1,1,1,1,1,1,1,1,1,0,1,28.57142857142857,0,0,0,1,1,0,0,80673951,49.85119047619047
IRQ,Iraq,2017,37.5,0,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,45,1,1,0,1,0,0,0.3,0.3,83.33333333333333,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,37552781,41.45833333333333
ISL,Iceland,2017,91.66666666666666,1,1,0.5,1,1,1,1,0.5,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,343400,80.95238095238093
ISR,Israel,2017,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,8713300,85.56547619047619
ITA,Italy,2017,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,60536709,86.60714285714286
JAM,Jamaica,2017,33.33333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,57.49999999999999,1,1,0,1,0,1,0.3,0.3,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,57.14285714285714,1,0,0,1,1,0,1,2920853,59.910714285714285
JOR,Jordan,2017,25,0,0,1,0.5,0,0,0,0.5,0,1,0,0,66.25,1,1,0,1,0,1,1,0.3,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,9779173,57.93154761904761
JPN,Japan,2017,70.83333333333334,0.5,1,1,0.5,1,0,1,0.5,1,1,1,0,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,42.857142857142854,0,0,1,1,1,0,0,126785797,72.17261904761905
KAZ,Kazakhstan,2017,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,70,1,1,0,1,0,1,1,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,18037776,73.45238095238096
KEN,Kenya,2017,37.5,1,0.5,0.5,0,0,0,1,0,1,0.5,0,0,65,1,1,0,0.6,0,0.6,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,50221473,54.19642857142857
KGZ,Kyrgyz Republic,2017,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,46.25,1,0.5,0,1,0,0,0.6,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,1,0,1,1,0,0,6198200,70.63988095238096
KHM,Cambodia,2017,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,82.5,1,1,1,1,0,0.6,1,1,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,16009414,63.63095238095239
KIR,Kiribati,2017,16.666666666666664,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,28.749999999999996,1,1,0,0,0,0,0.3,0,75,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,114158,30.104166666666664
KNA,St. Kitts and Nevis,2017,29.166666666666668,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0,0,0,0,0.3,50,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,52045,26.979166666666664
KOR,"Korea, Rep.",2017,70.83333333333334,1,0.5,1,0.5,1,0,0,0.5,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,51466201,77.82738095238096
KWT,Kuwait,2017,37.5,0.5,0.5,0.5,0,0,0,0.5,0,1,0.5,1,0,46.25,1,0.5,0,0.6,0,0.6,0,1,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,14.285714285714285,0,0,0,1,0,0,0,4056097,47.42559523809524
LAO,Lao PDR,2017,16.666666666666664,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,62.5,1,1,0.5,0.6,0,0.6,0.3,1,83.33333333333333,0,1,1,1,1,1,0,1,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,6953035,44.19642857142857
LBN,Lebanon,2017,29.166666666666668,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,1,0,47.5,1,1,0,0.3,0,0.6,0.3,0.6,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,14.285714285714285,0,0,0,0,1,0,0,6811873,39.404761904761905
LBR,Liberia,2017,25,0,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,68.75,1,1,1,1,0,0.6,0.6,0.3,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4702228,46.35416666666667
LBY,Libya,2017,20.833333333333336,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,12.5,0.5,0.5,0,0,0,0,0,0,41.666666666666664,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6580724,18.75
LCA,St. Lucia,2017,29.166666666666668,0,0,0.5,0.5,0,0,0,0,1,0.5,1,0,48.75,1,1,0,0.3,0,1,0.3,0.3,83.33333333333333,1,1,1,1,0,1,1,1,1,1,1,0,28.57142857142857,0,1,0,1,0,0,0,180955,47.45535714285714
LKA,Sri Lanka,2017,54.166666666666664,0.5,0.5,1,0.5,1,0,0,0,1,1,1,0,72.5,1,1,0.5,1,0,1,0.3,1,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,21444000,74.52380952380952
LSO,Lesotho,2017,37.5,0.5,0.5,0.5,0,1,0,0,0.5,1,0.5,0,0,82.5,1,1,0,1,1,0.6,1,1,83.33333333333333,0,1,1,1,1,1,0,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,2091412,57.97619047619047
LTU,Lithuania,2017,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,2828403,87.20238095238096
LUX,Luxembourg,2017,83.33333333333334,1,1,1,1,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,596336,80.95238095238096
LVA,Latvia,2017,91.66666666666666,1,1,1,1,1,1,1,0,1,1,1,1,100,1,1,1,1,1,1,1,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,1942248,92.26190476190476
MAR,Morocco,2017,50,0.5,0.5,0.5,0.5,1,1,0,0,1,1,0,0,55.00000000000001,1,1,0.5,0.6,0,0,0.3,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,35581294,61.36904761904761
MDA,Moldova,2017,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,52.5,1,1,0,1,0,0.3,0.3,0.6,91.66666666666667,1,1,1,1,1,1,1,1,1,1,1,0,57.14285714285714,1,0,1,1,1,0,0,3549196,72.20238095238096
