REF_AREA,INDICATOR,SEX,SERIES_NAME,SERIES_YEAR,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,SERIES_CATEGORY,SERIES_TYPE,STD_ERR,REF_DATE,AGE_GROUP_OF_WOMEN,TIME_SINCE_FIRST_BIRTH,INTERVAL,SERIES_METHOD,LOWER_BOUND,UPPER_BOUND,MODEL,date,country,D3.CHLD.MORT
Burkina Faso,Under-five mortality rate,Total,L Enquete sur le Module Demographie et Sante 2015 (Direct),2015,1992-07,183.87,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,1992.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Burkina Faso,183.87
Burkina Faso,Under-five mortality rate,Total,Malaria Indicator Survey 2014 (Indirect),2014,2010-06,143.6272,Included in IGME,Deaths per 1000 live births,MIS,Indirect,9.000407,2010.432,25 to 29 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Burkina Faso,143.6272
Burkina Faso,Under-five mortality rate,Total,Malaria Indicator Survey 2014 (Indirect),2014,2008-02,160.0558,Included in IGME,Deaths per 1000 live births,MIS,Indirect,7.579911,2008.148,30 to 34 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Burkina Faso,160.0558
Burkina Faso,Under-five mortality rate,Total,Malaria Indicator Survey 2014 (Indirect),2014,2005-08,160.489,Included in IGME,Deaths per 1000 live births,MIS,Indirect,7.728637,2005.61,35 to 39 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Burkina Faso,160.489
Burkina Faso,Under-five mortality rate,Total,Malaria Indicator Survey 2014 (Indirect),2014,2002-11,170.8002,Included in IGME,Deaths per 1000 live births,MIS,Indirect,8.622362,2002.899,40 to 44 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Burkina Faso,170.8002
Burkina Faso,Under-five mortality rate,Total,Malaria Indicator Survey 2014 (Indirect),2014,2000-01,166.839,Included in IGME,Deaths per 1000 live births,MIS,Indirect,8.031986,2000.022,45 to 49 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Burkina Faso,166.839
Burundi,Under-five mortality rate,Total,Enquete menages pour le suivi et l'evaluation de l'impact de l'appui au systeme de remboursement du Paquet Minimum des Services de sante 2012 (Indirect),2012,2011-07,96,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2011.53,25 to 34 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Burundi,96
Burundi,Under-five mortality rate,Total,Malaria Indicator Survey 2012 (Indirect),2012,2007-01,118.4515,Included in IGME,Deaths per 1000 live births,MIS,Indirect,11.64022,2007,25 to 29 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Burundi,118.4515
Burundi,Under-five mortality rate,Total,Malaria Indicator Survey 2012 (Indirect),2012,2005-12,141.1139,Included in IGME,Deaths per 1000 live births,MIS,Indirect,10.85678,2005.97,30 to 34 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Burundi,141.1139
Burundi,Under-five mortality rate,Total,Malaria Indicator Survey 2012 (Indirect),2012,2005-01,154.155,Included in IGME,Deaths per 1000 live births,MIS,Indirect,14.09342,2005.08,35 to 39 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Burundi,154.155
Burundi,Under-five mortality rate,Total,Malaria Indicator Survey 2012 (Indirect),2012,2003-11,157.7852,Included in IGME,Deaths per 1000 live births,MIS,Indirect,12.79167,2003.89,40 to 44 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Burundi,157.7852
Burundi,Under-five mortality rate,Total,Malaria Indicator Survey 2012 (Indirect),2012,2001-08,111.3434,Included in IGME,Deaths per 1000 live births,MIS,Indirect,17.10139,2001.61,45 to 49 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Burundi,111.3434
Cambodia,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2011-07,38.37,Included in IGME,Deaths per 1000 live births,DHS,Direct,4.17,2011.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cambodia,38.37
Cambodia,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2006-07,60.7,Included in IGME,Deaths per 1000 live births,DHS,Direct,5.27,2006.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cambodia,60.7
Cambodia,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2001-07,84.61,Included in IGME,Deaths per 1000 live births,DHS,Direct,6.16,2001.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cambodia,84.61
Cambodia,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1996-07,104.55,Included in IGME,Deaths per 1000 live births,DHS,Direct,6.95,1996.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cambodia,104.55
Cambodia,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1991-07,108.87,Included in IGME,Deaths per 1000 live births,DHS,Direct,9.43,1991.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cambodia,108.87
Cameroon,Under-five mortality rate,Total,Demographic and Health Survey (MM adjusted) 2011 (Direct),2011,2008-07,120.2317,Included in IGME,Deaths per 1000 live births,DHS,Direct,28.83936,2008.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Cameroon,120.2317
Cameroon,Under-five mortality rate,Total,Demographic and Health Survey (MM adjusted) 2011 (Direct),2011,2003-07,142.3796,Included in IGME,Deaths per 1000 live births,DHS,Direct,29.70136,2003.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Cameroon,142.3796
Cameroon,Under-five mortality rate,Total,Demographic and Health Survey (MM adjusted) 2011 (Direct),2011,1998-07,152.1951,Included in IGME,Deaths per 1000 live births,DHS,Direct,37.71113,1998.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Cameroon,152.1951
Cameroon,Under-five mortality rate,Total,Demographic and Health Survey (MM adjusted) 2011 (Direct),2011,1993-07,142.1754,Included in IGME,Deaths per 1000 live births,DHS,Direct,37.27521,1993.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Cameroon,142.1754
Cameroon,Under-five mortality rate,Total,Demographic and Health Survey (MM adjusted) 2011 (Direct),2011,1988-07,121.8263,Included in IGME,Deaths per 1000 live births,DHS,Direct,14.977,1988.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Cameroon,121.8263
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2013-07,100.8908,Included in IGME,Deaths per 1000 live births,MICS,Direct,10.03279,2013.5,NA,NA,1,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,100.8908
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2012-07,93.22843,Included in IGME,Deaths per 1000 live births,MICS,Direct,8.56403,2012.5,NA,NA,1,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,93.22843
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2011-07,99.12287,Included in IGME,Deaths per 1000 live births,MICS,Direct,8.654287,2011.5,NA,NA,1,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,99.12287
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2010-07,110.0152,Included in IGME,Deaths per 1000 live births,MICS,Direct,9.303611,2010.5,NA,NA,1,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,110.0152
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2008-07,119.7279,Included in IGME,Deaths per 1000 live births,MICS,Direct,10.28124,2008.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,119.7279
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2005-07,134.1469,Included in IGME,Deaths per 1000 live births,MICS,Direct,9.42348,2005.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,134.1469
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2002-07,146.2501,Included in IGME,Deaths per 1000 live births,MICS,Direct,11.27998,2002.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,146.2501
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,1999-07,138.1178,Included in IGME,Deaths per 1000 live births,MICS,Direct,10.12507,1999.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,138.1178
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,1996-01,141.6126,Included in IGME,Deaths per 1000 live births,MICS,Direct,13.69995,1996,NA,NA,4,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,141.6126
Cameroon,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,1991-07,149.9594,Included in IGME,Deaths per 1000 live births,MICS,Direct,15.35638,1991.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Cameroon,149.9594
Colombia,Under-five mortality rate,Total,Demographic and Health Survey 2015 (Direct),2015,2012-07,16.5,Included in IGME,Deaths per 1000 live births,DHS,Direct,1.6,2012.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Colombia,16.5
Colombia,Under-five mortality rate,Total,Demographic and Health Survey 2015 (Direct),2015,2007-07,20.9,Included in IGME,Deaths per 1000 live births,DHS,Direct,1.94,2007.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Colombia,20.9
Colombia,Under-five mortality rate,Total,Demographic and Health Survey 2015 (Direct),2015,2002-07,22.9,Included in IGME,Deaths per 1000 live births,DHS,Direct,2.14,2002.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Colombia,22.9
Colombia,Under-five mortality rate,Total,Demographic and Health Survey 2015 (Direct),2015,1997-07,25.06,Included in IGME,Deaths per 1000 live births,DHS,Direct,2.1,1997.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Colombia,25.06
Colombia,Under-five mortality rate,Total,Demographic and Health Survey 2015 (Direct),2015,1992-07,32.54,Included in IGME,Deaths per 1000 live births,DHS,Direct,2.83,1992.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Colombia,32.54
Cook Islands,Under-five mortality rate,Total,Census 2011 (Indirect),2011,2007-09,12,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,2007.7,25 to 29 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Cook Islands,12
Cook Islands,Under-five mortality rate,Total,Census 2011 (Indirect),2011,2005-03,14,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,2005.2,30 to 34 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Cook Islands,14
Cook Islands,Under-five mortality rate,Total,Census 2011 (Indirect),2011,2002-05,17,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,2002.4,35 to 39 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Cook Islands,17
Cook Islands,Under-five mortality rate,Total,Census 2011 (Indirect),2011,1999-07,17,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,1999.5,40 to 44 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Cook Islands,17
Cook Islands,Under-five mortality rate,Total,Census 2011 (Indirect),2011,1996-07,22,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,1996.5,45 to 49 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Cook Islands,22
Djibouti,Under-five mortality rate,Total,PAPFAM Family Health Survey 2012 (Direct),2012,2010-01,67.8,Included in IGME,Deaths per 1000 live births,PAP,Direct,NA,2010,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2012,Djibouti,67.8
Dominican Republic,Under-five mortality rate,Total,Demographic and Health Survey 2013 (Direct),2013,2010-07,31.4,Included in IGME,Deaths per 1000 live births,DHS,Direct,6.6,2010.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2013,Dominican Republic,31.4
Dominican Republic,Under-five mortality rate,Total,Demographic and Health Survey 2013 (Direct),2013,2005-07,36.9,Included in IGME,Deaths per 1000 live births,DHS,Direct,5.2,2005.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2013,Dominican Republic,36.9
Dominican Republic,Under-five mortality rate,Total,Demographic and Health Survey 2013 (Direct),2013,2000-07,43.8,Included in IGME,Deaths per 1000 live births,DHS,Direct,8.4,2000.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2013,Dominican Republic,43.8
Dominican Republic,Under-five mortality rate,Total,Demographic and Health Survey 2013 (Direct),2013,1995-07,45.4,Included in IGME,Deaths per 1000 live births,DHS,Direct,7,1995.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2013,Dominican Republic,45.4
Dominican Republic,Under-five mortality rate,Total,Demographic and Health Survey 2013 (Direct),2013,1990-07,65.6,Included in IGME,Deaths per 1000 live births,DHS,Direct,14,1990.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2013,Dominican Republic,65.6
Dominican Republic,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,2012-01,34.65,Included in IGME,Deaths per 1000 live births,MICS,Direct,3.13,2012,NA,NA,4,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Dominican Republic,34.65
Dominican Republic,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,2008-01,35.29,Included in IGME,Deaths per 1000 live births,MICS,Direct,3.16,2008,NA,NA,4,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Dominican Republic,35.29
Dominican Republic,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,2004-01,33.62,Included in IGME,Deaths per 1000 live births,MICS,Direct,2.96,2004,NA,NA,4,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Dominican Republic,33.62
Dominican Republic,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,1999-07,37.43,Included in IGME,Deaths per 1000 live births,MICS,Direct,3.63,1999.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Dominican Republic,37.43
Dominican Republic,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,1994-07,45.78,Included in IGME,Deaths per 1000 live births,MICS,Direct,3.48,1994.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Dominican Republic,45.78
Ecuador,Under-five mortality rate,Total,"National Health and Nutrition Survey, Imputed birth and deaths 2012 (Direct)",2012,2009-07,20.2,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,2009.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2012,Ecuador,20.2
Ecuador,Under-five mortality rate,Total,"National Health and Nutrition Survey, Imputed birth and deaths 2012 (Direct)",2012,2004-07,22.3,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,2004.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2012,Ecuador,22.3
Ecuador,Under-five mortality rate,Total,"National Health and Nutrition Survey, Imputed birth and deaths 2012 (Direct)",2012,1999-07,27.8,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,1999.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2012,Ecuador,27.8
Ecuador,Under-five mortality rate,Total,"National Health and Nutrition Survey, Imputed birth and deaths 2012 (Direct)",2012,1994-07,44.6,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,1994.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2012,Ecuador,44.6
Ecuador,Under-five mortality rate,Total,"National Health and Nutrition Survey, Imputed birth and deaths 2012 (Direct)",2012,1989-07,47,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,1989.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2012,Ecuador,47
Egypt,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2012-07,26.33,Included in IGME,Deaths per 1000 live births,DHS,Direct,2.34,2012.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Egypt,26.33
Egypt,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2009-07,30.24,Included in IGME,Deaths per 1000 live births,DHS,Direct,2.97,2009.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Egypt,30.24
Egypt,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2006-07,35.34,Included in IGME,Deaths per 1000 live births,DHS,Direct,2.87,2006.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Egypt,35.34
Egypt,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2003-07,34.79,Included in IGME,Deaths per 1000 live births,DHS,Direct,2.85,2003.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Egypt,34.79
Egypt,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2000-07,44.63,Included in IGME,Deaths per 1000 live births,DHS,Direct,3.81,2000.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Egypt,44.63
Egypt,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1996-07,54.74,Included in IGME,Deaths per 1000 live births,DHS,Direct,6.9,1996.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Egypt,54.74
Egypt,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1991-07,75.12,Included in IGME,Deaths per 1000 live births,DHS,Direct,5.79,1991.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Egypt,75.12
Egypt,Under-five mortality rate,Total,Health Indicator Survey 2015 (Indirect),2015,2011-08,34.03471,Included in IGME,Deaths per 1000 live births,MIS,Indirect,4.607567,2011.662,25 to 29 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Egypt,34.03471
Egypt,Under-five mortality rate,Total,Health Indicator Survey 2015 (Indirect),2015,2009-08,33.04692,Included in IGME,Deaths per 1000 live births,MIS,Indirect,3.9021,2009.6,30 to 34 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Egypt,33.04692
Egypt,Under-five mortality rate,Total,Health Indicator Survey 2015 (Indirect),2015,2007-03,45.96112,Included in IGME,Deaths per 1000 live births,MIS,Indirect,3.944669,2007.249,35 to 39 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Egypt,45.96112
Egypt,Under-five mortality rate,Total,Health Indicator Survey 2015 (Indirect),2015,2004-08,45.54688,Included in IGME,Deaths per 1000 live births,MIS,Indirect,4.193058,2004.614,40 to 44 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Egypt,45.54688
Egypt,Under-five mortality rate,Total,Health Indicator Survey 2015 (Indirect),2015,2001-08,57.06908,Included in IGME,Deaths per 1000 live births,MIS,Indirect,5.063801,2001.587,45 to 49 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Egypt,57.06908
El Salvador,Under-five mortality rate,Total,National Health Survey 2014 (Direct),2014,2011-07,19.16,Included in IGME,Deaths per 1000 live births,MICS,Direct,2.91,2011.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,El Salvador,19.16
El Salvador,Under-five mortality rate,Total,National Health Survey 2014 (Direct),2014,2006-07,21.51,Included in IGME,Deaths per 1000 live births,MICS,Direct,3.11,2006.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,El Salvador,21.51
El Salvador,Under-five mortality rate,Total,National Health Survey 2014 (Direct),2014,2001-07,27.27,Included in IGME,Deaths per 1000 live births,MICS,Direct,4.02,2001.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,El Salvador,27.27
El Salvador,Under-five mortality rate,Total,National Health Survey 2014 (Direct),2014,1996-07,33.24,Included in IGME,Deaths per 1000 live births,MICS,Direct,3.96,1996.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,El Salvador,33.24
El Salvador,Under-five mortality rate,Total,National Health Survey 2014 (Direct),2014,1991-07,50.58,Included in IGME,Deaths per 1000 live births,MICS,Direct,6.45,1991.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,El Salvador,50.58
Equatorial Guinea,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,2009-03,113,Included in IGME,Deaths per 1000 live births,DHS,Direct,NA,2009.2,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Equatorial Guinea,113
Equatorial Guinea,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,2004-03,148,Included in IGME,Deaths per 1000 live births,DHS,Direct,NA,2004.2,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Equatorial Guinea,148
Equatorial Guinea,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,1999-03,175,Included in IGME,Deaths per 1000 live births,DHS,Direct,NA,1999.2,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Equatorial Guinea,175
Eswatini,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2011-07,75.48748,Included in IGME,Deaths per 1000 live births,MICS,Direct,7.420729,2011.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Eswatini,75.48748
Eswatini,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2006-07,124.2183,Included in IGME,Deaths per 1000 live births,MICS,Direct,18.04318,2006.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Eswatini,124.2183
Eswatini,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,2001-07,138.2571,Included in IGME,Deaths per 1000 live births,MICS,Direct,13.38377,2001.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Eswatini,138.2571
Eswatini,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,1996-07,91.94247,Included in IGME,Deaths per 1000 live births,MICS,Direct,10.94685,1996.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Eswatini,91.94247
Eswatini,Under-five mortality rate,Total,Multiple Indicator Cluster Survey (MM adjusted) 2014 (Direct),2014,1991-07,52.55536,Included in IGME,Deaths per 1000 live births,MICS,Direct,8.139343,1991.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Eswatini,52.55536
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,2009-01,86.3,Included in IGME,Deaths per 1000 live births,DHS,Direct,7.9,2009,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,86.3
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,2007-01,82.6,Included in IGME,Deaths per 1000 live births,DHS,Direct,6.1,2007,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,82.6
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,2005-01,113.7,Included in IGME,Deaths per 1000 live births,DHS,Direct,9.1,2005,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,113.7
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,2003-01,150.3,Included in IGME,Deaths per 1000 live births,DHS,Direct,11.1,2003,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,150.3
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,2001-01,155.6,Included in IGME,Deaths per 1000 live births,DHS,Direct,12.6,2001,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,155.6
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,1999-01,151.9,Included in IGME,Deaths per 1000 live births,DHS,Direct,9.7,1999,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,151.9
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,1997-01,183.3,Included in IGME,Deaths per 1000 live births,DHS,Direct,12.5,1997,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,183.3
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,1995-01,203.8,Included in IGME,Deaths per 1000 live births,DHS,Direct,14.5,1995,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,203.8
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,1991-07,221.5,Included in IGME,Deaths per 1000 live births,DHS,Direct,27.4,1991.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,221.5
Ethiopia,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,1986-07,220.5,Included in IGME,Deaths per 1000 live births,DHS,Direct,14.8,1986.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Ethiopia,220.5
Gabon,Under-five mortality rate,Total,Demographic and Health Survey (MM adjusted) 2012 (Direct),2012,2009-07,62.62146,Included in IGME,Deaths per 1000 live births,DHS,Direct,4.619616,2009.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2012,Gabon,62.62146
Ghana,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2012-07,57.49,Included in IGME,Deaths per 1000 live births,DHS,Direct,5.68,2012.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Ghana,57.49
Ghana,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2009-07,75.43,Included in IGME,Deaths per 1000 live births,DHS,Direct,5.81,2009.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Ghana,75.43
Ghana,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2006-07,81.97,Included in IGME,Deaths per 1000 live births,DHS,Direct,6.82,2006.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Ghana,81.97
Ghana,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2003-07,86.52,Included in IGME,Deaths per 1000 live births,DHS,Direct,7.6,2003.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Ghana,86.52
Ghana,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2000-07,88.89,Included in IGME,Deaths per 1000 live births,DHS,Direct,8.16,2000.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Ghana,88.89
