iso3c,country,SPI.OVRL.SCR_2016,SPI.OVRL.SCR_2017,SPI.OVRL.SCR_2018,SPI.OVRL.SCR_2019,SPI.D1.MSC_2016,SPI.D1.MSC_2017,SPI.D1.MSC_2018,SPI.D1.MSC_2019,SPI.D2.CS_2016,SPI.D2.CS_2017,SPI.D2.CS_2018,SPI.D2.CS_2019,SPI.D3.AKI_2016,SPI.D3.AKI_2017,SPI.D3.AKI_2018,SPI.D3.AKI_2019,SPI.D4.DPO_2016,SPI.D4.DPO_2017,SPI.D4.DPO_2018,SPI.D4.DPO_2019
MLI,Mali,26.279761904761905,27.529761904761905,42.85714285714286,41.19047619047619,16.666666666666664,25,29.166666666666668,29.166666666666668,37.5,37.5,37.5,37.5,36.666666666666664,33.333333333333336,33.333333333333336,26.666666666666668,14.285714285714285,14.285714285714285,71.42857142857143,71.42857142857143
MLT,Malta,NA,NA,NA,NA,75,75,79.16666666666666,NA,NA,NA,NA,NA,56.666666666666664,56.666666666666664,56.666666666666664,NA,85.71428571428571,85.71428571428571,100,NA
MMR,Myanmar,35.714285714285715,37.589285714285715,42.82738095238095,41.160714285714285,29.166666666666668,33.33333333333333,33.33333333333333,33.33333333333333,37.5,37.5,37.5,37.5,33.333333333333336,36.666666666666664,43.333333333333336,36.666666666666664,42.857142857142854,42.857142857142854,57.14285714285714,57.14285714285714
MNE,Montenegro,57.23214285714286,57.23214285714286,60.35714285714286,64.3452380952381,37.5,37.5,50,58.333333333333336,50,50,50,50,70,70,70,63.333333333333336,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571
MNG,Mongolia,61.19047619047619,64.31547619047619,65.35714285714286,73.95833333333333,50,62.5,66.66666666666666,66.66666666666666,50,50,50,62.5,73.33333333333333,73.33333333333333,73.33333333333333,66.66666666666667,71.42857142857143,71.42857142857143,71.42857142857143,100
MOZ,Mozambique,38.422619047619044,38.422619047619044,49.13690476190476,47.47023809523809,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,37.5,37.5,37.5,37.5,40,40,40,33.333333333333336,42.857142857142854,42.857142857142854,85.71428571428571,85.71428571428571
MRT,Mauritania,21.875,21.875,31.99404761904762,35.98214285714286,29.166666666666668,29.166666666666668,25,33.33333333333333,25,25,12.5,12.5,33.333333333333336,33.333333333333336,33.333333333333336,26.666666666666668,0,0,57.14285714285714,71.42857142857143
MUS,Mauritius,63.660714285714285,63.452380952380956,67.23214285714286,65.56547619047619,75,70.83333333333334,75,75,62.5,62.5,62.5,62.5,60,63.333333333333336,60,53.333333333333336,57.14285714285714,57.14285714285714,71.42857142857143,71.42857142857143
MWI,Malawi,35.68452380952381,32.55952380952381,38.86904761904762,39.285714285714285,20.833333333333336,20.833333333333336,20.833333333333336,29.166666666666668,50,37.5,37.5,37.5,43.333333333333336,43.333333333333336,40,33.333333333333336,28.57142857142857,28.57142857142857,57.14285714285714,57.14285714285714
MYS,Malaysia,53.86904761904761,56.160714285714285,66.25,62.91666666666667,54.166666666666664,54.166666666666664,58.333333333333336,58.333333333333336,37.5,50,50,50,66.66666666666667,63.333333333333336,56.666666666666664,43.333333333333336,57.14285714285714,57.14285714285714,100,100
NAM,Namibia,37.38095238095238,37.38095238095238,44.523809523809526,42.85714285714286,29.166666666666668,29.166666666666668,29.166666666666668,29.166666666666668,37.5,37.5,37.5,37.5,40,40,40,33.333333333333336,42.857142857142854,42.857142857142854,71.42857142857143,71.42857142857143
NER,Niger,35.714285714285715,35.92261904761905,44.970238095238095,37.64880952380952,25,29.166666666666668,29.166666666666668,33.33333333333333,25,25,25,12.5,50,46.666666666666664,40,33.333333333333336,42.857142857142854,42.857142857142854,85.71428571428571,71.42857142857143
NGA,Nigeria,51.160714285714285,44.910714285714285,48.48214285714286,46.81547619047619,37.5,37.5,37.5,37.5,50,25,25,25,60,60,60,53.333333333333336,57.14285714285714,57.14285714285714,71.42857142857143,71.42857142857143
NIC,Nicaragua,28.98809523809524,30.029761904761905,34.01785714285714,33.39285714285714,29.166666666666668,33.33333333333333,29.166666666666668,33.33333333333333,12.5,12.5,25,25,60,60,53.333333333333336,46.666666666666664,14.285714285714285,14.285714285714285,28.57142857142857,28.57142857142857
NLD,Netherlands,NA,NA,NA,NA,91.66666666666666,91.66666666666666,91.66666666666666,NA,NA,NA,NA,NA,66.66666666666667,66.66666666666667,66.66666666666667,NA,57.14285714285714,57.14285714285714,85.71428571428571,NA
NOR,Norway,NA,NA,NA,NA,83.33333333333334,91.66666666666666,91.66666666666666,NA,NA,NA,NA,NA,63.333333333333336,63.333333333333336,63.333333333333336,NA,71.42857142857143,71.42857142857143,100,NA
NPL,Nepal,44.25595238095238,40.089285714285715,40.089285714285715,38.42261904761905,25,20.833333333333336,20.833333333333336,20.833333333333336,62.5,50,50,50,46.666666666666664,46.666666666666664,46.666666666666664,40,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
NRU,Nauru,10.208333333333332,10.625,9.583333333333334,9.821428571428571,8.333333333333332,16.666666666666664,12.5,12.5,12.5,12.5,12.5,12.5,20,13.333333333333334,13.333333333333334,0,0,0,0,14.285714285714285
NZL,New Zealand,NA,NA,NA,NA,54.166666666666664,66.66666666666666,66.66666666666666,NA,NA,NA,NA,NA,56.666666666666664,56.666666666666664,53.333333333333336,NA,85.71428571428571,85.71428571428571,85.71428571428571,NA
OMN,Oman,NA,NA,NA,NA,33.33333333333333,37.5,33.33333333333333,NA,NA,NA,NA,NA,36.666666666666664,36.666666666666664,36.666666666666664,NA,42.857142857142854,42.857142857142854,71.42857142857143,NA
PAK,Pakistan,36.51785714285714,34.64285714285714,44.047619047619044,40.50595238095238,33.33333333333333,29.166666666666668,33.33333333333333,29.166666666666668,37.5,37.5,50,50,46.666666666666664,43.333333333333336,50,40,28.57142857142857,28.57142857142857,42.857142857142854,42.857142857142854
PAN,Panama,41.13095238095238,41.13095238095238,45.74404761904762,43.660714285714285,25,25,29.166666666666668,37.5,50,50,50,50,46.666666666666664,46.666666666666664,46.666666666666664,30,42.857142857142854,42.857142857142854,57.14285714285714,57.14285714285714
PER,Peru,57.20238095238095,59.49404761904761,65.14880952380953,63.92857142857143,33.33333333333333,33.33333333333333,41.66666666666667,41.66666666666667,75,87.5,87.5,75,63.333333333333336,60,60,53.333333333333336,57.14285714285714,57.14285714285714,71.42857142857143,85.71428571428571
PHL,Philippines,67.23214285714286,63.69047619047619,70.14880952380952,65.80357142857143,45.83333333333333,41.66666666666667,45.83333333333333,45.83333333333333,75,75,100,75,76.66666666666667,66.66666666666667,63.333333333333336,56.666666666666664,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571
PLW,Palau,19.166666666666668,19.166666666666668,20.208333333333336,22.708333333333332,25,25,29.166666666666668,45.83333333333333,25,25,25,25,26.666666666666668,26.666666666666668,26.666666666666668,20,0,0,0,0
PNG,Papua New Guinea,13.958333333333332,13.958333333333332,18.57142857142857,16.904761904761905,16.666666666666664,16.666666666666664,20.833333333333336,20.833333333333336,12.5,12.5,12.5,12.5,26.666666666666668,26.666666666666668,26.666666666666668,20,0,0,14.285714285714285,14.285714285714285
POL,Poland,69.94047619047619,76.19047619047619,80.20833333333333,74.97023809523809,91.66666666666666,91.66666666666666,91.66666666666666,91.66666666666666,50,75,62.5,62.5,66.66666666666667,66.66666666666667,66.66666666666667,60,71.42857142857143,71.42857142857143,100,85.71428571428571
PRT,Portugal,NA,NA,NA,NA,91.66666666666666,91.66666666666666,91.66666666666666,NA,NA,NA,NA,NA,66.66666666666667,66.66666666666667,66.66666666666667,NA,100,100,100,NA
PRY,Paraguay,45.44642857142857,44.404761904761905,55.952380952380956,54.285714285714285,41.66666666666667,37.5,37.5,50,62.5,62.5,62.5,50,63.333333333333336,63.333333333333336,66.66666666666667,60,14.285714285714285,14.285714285714285,57.14285714285714,57.14285714285714
PSE,West Bank and Gaza,51.10119047619047,50.26785714285714,65.5952380952381,67.5,54.166666666666664,54.166666666666664,58.333333333333336,58.333333333333336,75,75,75,75,46.666666666666664,43.333333333333336,43.333333333333336,36.666666666666664,28.57142857142857,28.57142857142857,85.71428571428571,100
QAT,Qatar,NA,NA,NA,NA,37.5,33.33333333333333,33.33333333333333,NA,NA,NA,NA,NA,53.333333333333336,53.333333333333336,53.333333333333336,NA,42.857142857142854,42.857142857142854,57.14285714285714,NA
ROU,Romania,70.59523809523809,76.84523809523809,76.84523809523809,76.2202380952381,66.66666666666666,66.66666666666666,79.16666666666666,83.33333333333334,50,75,62.5,62.5,80,80,80,73.33333333333333,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
RUS,Russian Federation,63.00595238095238,64.04761904761905,67.61904761904762,74.34523809523809,79.16666666666666,83.33333333333334,83.33333333333334,91.66666666666666,50,50,50,50,80,80,80,70,42.857142857142854,42.857142857142854,57.14285714285714,85.71428571428571
RWA,Rwanda,50.56547619047619,52.64880952380952,63.54166666666667,57.4702380952381,37.5,45.83333333333333,41.66666666666667,41.66666666666667,50,50,62.5,62.5,43.333333333333336,43.333333333333336,50,40,71.42857142857143,71.42857142857143,100,85.71428571428571
SAU,Saudi Arabia,NA,NA,NA,NA,29.166666666666668,29.166666666666668,29.166666666666668,NA,NA,NA,NA,NA,33.333333333333336,33.333333333333336,40,NA,71.42857142857143,71.42857142857143,85.71428571428571,NA
SDN,Sudan,13.958333333333332,13.958333333333332,24.672619047619044,21.964285714285715,16.666666666666664,16.666666666666664,16.666666666666664,12.5,12.5,12.5,12.5,12.5,26.666666666666668,26.666666666666668,26.666666666666668,20,0,0,42.857142857142854,42.857142857142854
SEN,Senegal,46.81547619047619,46.81547619047619,50.38690476190476,49.970238095238095,29.166666666666668,41.66666666666667,41.66666666666667,50,50,37.5,37.5,37.5,36.666666666666664,36.666666666666664,36.666666666666664,26.666666666666668,71.42857142857143,71.42857142857143,85.71428571428571,85.71428571428571
SGP,Singapore,NA,NA,NA,NA,62.5,62.5,62.5,NA,NA,NA,NA,NA,60,60,60,NA,57.14285714285714,71.42857142857143,85.71428571428571,NA
SLB,Solomon Islands,21.07142857142857,16.904761904761905,24.047619047619047,25.952380952380953,25,20.833333333333336,20.833333333333336,20.833333333333336,25,12.5,12.5,12.5,20,20,20,13.333333333333334,14.285714285714285,14.285714285714285,42.857142857142854,57.14285714285714
SLE,Sierra Leone,28.57142857142857,26.69642857142857,26.69642857142857,35.74404761904762,25,20.833333333333336,20.833333333333336,20.833333333333336,25,25,25,25,50,46.666666666666664,46.666666666666664,40,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714
SLV,El Salvador,45.68452380952381,44.85119047619048,42.97619047619048,43.839285714285715,50,50,58.333333333333336,66.66666666666666,37.5,37.5,25,12.5,66.66666666666667,63.333333333333336,60,53.333333333333336,28.57142857142857,28.57142857142857,28.57142857142857,42.857142857142854
SMR,San Marino,NA,NA,NA,NA,50,58.333333333333336,58.333333333333336,NA,NA,NA,NA,NA,13.333333333333334,13.333333333333334,13.333333333333334,NA,0,0,42.857142857142854,NA
SOM,Somalia,3.3333333333333335,3.3333333333333335,6.904761904761905,5.238095238095238,0,0,0,0,0,0,0,0,13.333333333333334,13.333333333333334,13.333333333333334,6.666666666666667,0,0,14.285714285714285,14.285714285714285
SRB,Serbia,70.59523809523809,72.67857142857143,73.72023809523809,72.05357142857143,66.66666666666666,75,79.16666666666666,79.16666666666666,50,50,50,50,80,80,80,73.33333333333333,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
SSD,South Sudan,16.904761904761905,13.333333333333334,14.375,13.392857142857142,20.833333333333336,20.833333333333336,25,25,12.5,12.5,12.5,0,20,20,20,0,14.285714285714285,0,0,28.57142857142857
STP,Sao Tome and Principe,23.779761904761905,21.69642857142857,34.49404761904762,28.214285714285715,29.166666666666668,33.33333333333333,41.66666666666667,37.5,25,12.5,12.5,12.5,26.666666666666668,26.666666666666668,26.666666666666668,20,14.285714285714285,14.285714285714285,57.14285714285714,42.857142857142854
SUR,Suriname,31.726190476190474,31.726190476190474,35.922619047619044,27.589285714285715,50,50,45.83333333333333,41.66666666666667,25,25,25,12.5,23.333333333333332,23.333333333333332,30,13.333333333333334,28.57142857142857,28.57142857142857,42.857142857142854,42.857142857142854
SVK,Slovak Republic,NA,NA,NA,NA,91.66666666666666,100,100,NA,NA,NA,NA,NA,66.66666666666667,66.66666666666667,66.66666666666667,NA,71.42857142857143,71.42857142857143,85.71428571428571,NA
SVN,Slovenia,NA,NA,NA,NA,83.33333333333334,83.33333333333334,83.33333333333334,NA,NA,NA,NA,NA,56.666666666666664,60,56.666666666666664,NA,100,100,100,NA
SWE,Sweden,NA,NA,NA,NA,91.66666666666666,91.66666666666666,91.66666666666666,NA,NA,NA,NA,NA,66.66666666666667,66.66666666666667,66.66666666666667,NA,71.42857142857143,71.42857142857143,71.42857142857143,NA
SWZ,Eswatini,26.041666666666664,22.916666666666664,27.529761904761905,22.291666666666668,33.33333333333333,33.33333333333333,37.5,37.5,37.5,25,25,25,33.333333333333336,33.333333333333336,33.333333333333336,26.666666666666668,0,0,14.285714285714285,0
SYC,Seychelles,46.54761904761905,45.50595238095239,42.38095238095239,40.714285714285715,62.5,58.333333333333336,58.333333333333336,58.333333333333336,37.5,37.5,25,25,43.333333333333336,43.333333333333336,43.333333333333336,36.666666666666664,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
SYR,Syrian Arab Republic,10,11.041666666666666,11.041666666666666,9.375,20.833333333333336,25,25,25,12.5,12.5,12.5,12.5,6.666666666666667,6.666666666666667,6.666666666666667,0,0,0,0,0
TCD,Chad,14.791666666666666,13.958333333333332,17.529761904761905,19.43452380952381,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,12.5,12.5,12.5,12.5,30,26.666666666666668,26.666666666666668,20,0,0,14.285714285714285,28.57142857142857
TGO,Togo,35.26785714285714,36.51785714285714,44.25595238095238,47.202380952380956,25,33.33333333333333,37.5,41.66666666666667,37.5,37.5,50,50,50,46.666666666666664,46.666666666666664,40,28.57142857142857,28.57142857142857,42.857142857142854,57.14285714285714
THA,Thailand,70.38690476190476,70.38690476190476,70.38690476190476,68.72023809523809,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,62.5,62.5,62.5,62.5,66.66666666666667,66.66666666666667,66.66666666666667,60,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
TJK,Tajikistan,40.47619047619047,40.47619047619047,40.47619047619047,38.80952380952381,45.83333333333333,45.83333333333333,45.83333333333333,45.83333333333333,37.5,37.5,37.5,37.5,50,50,50,43.333333333333336,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
TKM,Turkmenistan,14.404761904761903,14.404761904761903,14.404761904761903,14.821428571428571,4.166666666666666,4.166666666666666,4.166666666666666,12.5,12.5,12.5,12.5,12.5,26.666666666666668,26.666666666666668,26.666666666666668,20,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
TLS,Timor-Leste,36.904761904761905,36.904761904761905,51.19047619047619,42.82738095238095,50,50,50,50,50,50,50,37.5,33.333333333333336,33.333333333333336,33.333333333333336,26.666666666666668,14.285714285714285,14.285714285714285,71.42857142857143,57.14285714285714
TON,Tonga,19.166666666666668,21.25,31.964285714285715,33.86904761904762,25,33.33333333333333,33.33333333333333,33.33333333333333,25,25,25,25,26.666666666666668,26.666666666666668,26.666666666666668,20,0,0,42.857142857142854,57.14285714285714
TTO,Trinidad and Tobago,22.73809523809524,21.904761904761905,25.68452380952381,25.059523809523807,37.5,37.5,41.66666666666667,45.83333333333333,12.5,12.5,12.5,12.5,26.666666666666668,23.333333333333332,20,13.333333333333334,14.285714285714285,14.285714285714285,28.57142857142857,28.57142857142857
TUN,Tunisia,39.285714285714285,40.11904761904762,49.34523809523809,40.535714285714285,25,25,33.33333333333333,33.33333333333333,25,25,25,25,50,53.333333333333336,53.333333333333336,46.666666666666664,57.14285714285714,57.14285714285714,85.71428571428571,57.14285714285714
TUR,Turkey,64.31547619047619,66.39880952380952,73.09523809523809,71.42857142857143,79.16666666666666,87.5,100,100,50,50,50,50,56.666666666666664,56.666666666666664,56.666666666666664,50,71.42857142857143,71.42857142857143,85.71428571428571,85.71428571428571
TUV,Tuvalu,8.541666666666666,8.541666666666666,14.017857142857142,8.779761904761905,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,12.5,12.5,12.5,12.5,13.333333333333334,13.333333333333334,6.666666666666667,0,0,0,28.57142857142857,14.285714285714285
TZA,Tanzania,42.97619047619048,37.35119047619048,41.81547619047619,41.19047619047619,50,50,37.5,41.66666666666667,50,37.5,25,25,43.333333333333336,33.333333333333336,33.333333333333336,26.666666666666668,28.57142857142857,28.57142857142857,71.42857142857143,71.42857142857143
UGA,Uganda,45.89285714285714,46.51785714285714,53.89880952380952,50.14880952380953,58.333333333333336,54.166666666666664,54.166666666666664,58.333333333333336,50,50,50,37.5,46.666666666666664,53.333333333333336,40,33.333333333333336,28.57142857142857,28.57142857142857,71.42857142857143,71.42857142857143
UKR,Ukraine,57.172619047619044,59.25595238095239,58.63095238095239,62.82738095238095,75,83.33333333333334,87.5,100,37.5,37.5,37.5,37.5,73.33333333333333,73.33333333333333,66.66666666666667,56.666666666666664,42.857142857142854,42.857142857142854,42.857142857142854,57.14285714285714
URY,Uruguay,58.69047619047619,58.69047619047619,58.69047619047619,56.42857142857143,37.5,37.5,37.5,33.33333333333333,62.5,62.5,62.5,50,63.333333333333336,63.333333333333336,63.333333333333336,56.666666666666664,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571
USA,United States,NA,NA,NA,NA,79.16666666666666,79.16666666666666,79.16666666666666,NA,NA,NA,NA,NA,63.333333333333336,63.333333333333336,63.333333333333336,NA,85.71428571428571,85.71428571428571,100,NA
UZB,Uzbekistan,28.392857142857142,34.64285714285714,54.166666666666664,55.625,41.66666666666667,66.66666666666666,66.66666666666666,66.66666666666666,0,0,0,12.5,43.333333333333336,43.333333333333336,50,43.333333333333336,28.57142857142857,28.57142857142857,100,100
VCT,St. Vincent and the Grenadines,27.32142857142857,26.279761904761905,29.851190476190478,31.75595238095238,45.83333333333333,41.66666666666667,41.66666666666667,41.66666666666667,12.5,12.5,12.5,12.5,36.666666666666664,36.666666666666664,36.666666666666664,30,14.285714285714285,14.285714285714285,28.57142857142857,42.857142857142854
VEN,"Venezuela, RB",33.214285714285715,33.214285714285715,28.214285714285715,21.75595238095238,25,25,25,25,25,25,25,12.5,40,40,20,6.666666666666667,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
VNM,Vietnam,56.99404761904761,55.952380952380956,55.952380952380956,53.452380952380956,33.33333333333333,41.66666666666667,41.66666666666667,41.66666666666667,87.5,75,75,75,50,50,50,40,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714
VUT,Vanuatu,28.601190476190478,27.559523809523807,26.339285714285715,26.57738095238095,20.833333333333336,16.666666666666664,16.666666666666664,16.666666666666664,25,25,12.5,12.5,40,40,33.333333333333336,20,28.57142857142857,28.57142857142857,42.857142857142854,57.14285714285714
WSM,Samoa,39.04761904761905,39.04761904761905,40.95238095238095,35.714285714285715,41.66666666666667,41.66666666666667,41.66666666666667,41.66666666666667,25,25,25,25,46.666666666666664,46.666666666666664,40,33.333333333333336,42.857142857142854,42.857142857142854,57.14285714285714,42.857142857142854
XKX,Kosovo,44.25595238095238,45.92261904761905,60.208333333333336,57.5,50,50,50,45.83333333333333,37.5,37.5,37.5,37.5,46.666666666666664,53.333333333333336,53.333333333333336,46.666666666666664,42.857142857142854,42.857142857142854,100,100
YEM,"Yemen, Rep.",11.25,11.25,9.583333333333334,6.875000000000001,25,25,25,20.833333333333336,0,0,0,0,20,20,13.333333333333334,6.666666666666667,0,0,0,0
ZAF,South Africa,65.77380952380953,65.77380952380953,62.64880952380953,71.25,62.5,62.5,62.5,62.5,62.5,62.5,50,62.5,66.66666666666667,66.66666666666667,66.66666666666667,60,71.42857142857143,71.42857142857143,71.42857142857143,100
ZMB,Zambia,38.63095238095238,40.92261904761905,41.36904761904762,39.70238095238095,37.5,37.5,37.5,37.5,37.5,50,37.5,37.5,36.666666666666664,33.333333333333336,33.333333333333336,26.666666666666668,42.857142857142854,42.857142857142854,57.14285714285714,57.14285714285714
ZWE,Zimbabwe,30.833333333333332,30,48.660714285714285,46.99404761904762,33.33333333333333,33.33333333333333,41.66666666666667,41.66666666666667,50,50,62.5,62.5,40,36.666666666666664,33.333333333333336,26.666666666666668,0,0,57.14285714285714,57.14285714285714
